140;PRODUTO 140;UN;2;2;2
141;PRODUTO 141;UN;2;2;2
142;PRODUTO 142;UN;2;2;2
143;PRODUTO 143;UN;2;2;2
144;PRODUTO 144;UN;2;2;2
145;PRODUTO 145;UN;2;2;2
146;PRODUTO 146;UN;2;2;2
147;PRODUTO 147;UN;2;2;2
148;PRODUTO 148;UN;2;2;2
149;PRODUTO 149;UN;2;2;2
150;PRODUTO 150;UN;2;2;2
151;PRODUTO 151;UN;2;2;2
152;PRODUTO 152;UN;2;2;2
153;PRODUTO 153;UN;2;2;2
154;PRODUTO 154;UN;2;2;2
155;PRODUTO 155;UN;2;2;2
156;PRODUTO 156;UN;2;2;2
157;PRODUTO 157;UN;2;2;2
158;PRODUTO 158;UN;2;2;2
159;PRODUTO 159;UN;2;2;2
160;PRODUTO 160;UN;2;2;2
161;PRODUTO 161;UN;2;2;2
162;PRODUTO 162;UN;2;2;2
163;PRODUTO 163;UN;2;2;2
164;PRODUTO 164;UN;2;2;2
165;PRODUTO 165;UN;2;2;2
166;PRODUTO 166;UN;2;2;2
167;PRODUTO 167;UN;2;2;2
168;PRODUTO 168;UN;2;2;2
169;PRODUTO 169;UN;2;2;2
170;PRODUTO 170;UN;2;2;2
171;PRODUTO 171;UN;2;2;2
172;PRODUTO 172;UN;2;2;2
173;PRODUTO 173;UN;2;2;2
174;PRODUTO 174;UN;2;2;2
175;PRODUTO 175;UN;2;2;2
176;PRODUTO 176;UN;2;2;2
177;PRODUTO 177;UN;2;2;2
178;PRODUTO 178;UN;2;2;2
179;PRODUTO 179;UN;2;2;2
180;PRODUTO 180;UN;2;2;2
181;PRODUTO 181;UN;2;2;2
182;PRODUTO 182;UN;2;2;2
183;PRODUTO 183;UN;2;2;2
184;PRODUTO 184;UN;2;2;2
185;PRODUTO 185;UN;2;2;2
186;PRODUTO 186;UN;2;2;2
187;PRODUTO 187;UN;2;2;2
188;PRODUTO 188;UN;2;2;2
189;PRODUTO 189;UN;2;2;2
190;PRODUTO 190;UN;2;2;2
191;PRODUTO 191;UN;2;2;2
192;PRODUTO 192;UN;2;2;2
193;PRODUTO 193;UN;2;2;2
194;PRODUTO 194;UN;2;2;2
195;PRODUTO 195;UN;2;2;2
196;PRODUTO 196;UN;2;2;2
197;PRODUTO 197;UN;2;2;2
198;PRODUTO 198;UN;2;2;2
199;PRODUTO 199;UN;2;2;2
200;PRODUTO 200;UN;2;2;2
201;PRODUTO 201;UN;2;2;2
202;PRODUTO 202;UN;2;2;2
203;PRODUTO 203;UN;2;2;2
204;PRODUTO 204;UN;2;2;2
205;PRODUTO 205;UN;2;2;2
206;PRODUTO 206;UN;2;2;2
207;PRODUTO 207;UN;2;2;2
208;PRODUTO 208;UN;2;2;2
209;PRODUTO 209;UN;2;2;2
210;PRODUTO 210;UN;2;2;2
211;PRODUTO 211;UN;2;2;2
212;PRODUTO 212;UN;2;2;2
213;PRODUTO 213;UN;2;2;2
214;PRODUTO 214;UN;2;2;2
215;PRODUTO 215;UN;2;2;2
216;PRODUTO 216;UN;2;2;2
217;PRODUTO 217;UN;2;2;2
218;PRODUTO 218;UN;2;2;2
219;PRODUTO 219;UN;2;2;2
220;PRODUTO 220;UN;2;2;2
221;PRODUTO 221;UN;2;2;2
222;PRODUTO 222;UN;2;2;2
223;PRODUTO 223;UN;2;2;2
224;PRODUTO 224;UN;2;2;2
225;PRODUTO 225;UN;2;2;2
226;PRODUTO 226;UN;2;2;2
227;PRODUTO 227;UN;2;2;2
228;PRODUTO 228;UN;2;2;2
229;PRODUTO 229;UN;2;2;2
230;PRODUTO 230;UN;2;2;2
231;PRODUTO 231;UN;2;2;2
232;PRODUTO 232;UN;2;2;2
233;PRODUTO 233;UN;2;2;2
234;PRODUTO 234;UN;2;2;2
235;PRODUTO 235;UN;2;2;2
236;PRODUTO 236;UN;2;2;2
237;PRODUTO 237;UN;2;2;2
238;PRODUTO 238;UN;2;2;2
239;PRODUTO 239;UN;2;2;2
240;PRODUTO 240;UN;2;2;2
241;PRODUTO 241;UN;2;2;2
242;PRODUTO 242;UN;2;2;2
243;PRODUTO 243;UN;2;2;2
244;PRODUTO 244;UN;2;2;2
245;PRODUTO 245;UN;2;2;2
246;PRODUTO 246;UN;2;2;2
247;PRODUTO 247;UN;2;2;2
248;PRODUTO 248;UN;2;2;2
249;PRODUTO 249;UN;2;2;2
250;PRODUTO 250;UN;2;2;2
251;PRODUTO 251;UN;2;2;2
252;PRODUTO 252;UN;2;2;2
253;PRODUTO 253;UN;2;2;2
254;PRODUTO 254;UN;2;2;2
255;PRODUTO 255;UN;2;2;2
256;PRODUTO 256;UN;2;2;2
257;PRODUTO 257;UN;2;2;2
258;PRODUTO 258;UN;2;2;2
259;PRODUTO 259;UN;2;2;2
260;PRODUTO 260;UN;2;2;2
261;PRODUTO 261;UN;2;2;2
262;PRODUTO 262;UN;2;2;2
263;PRODUTO 263;UN;2;2;2
264;PRODUTO 264;UN;2;2;2
265;PRODUTO 265;UN;2;2;2
266;PRODUTO 266;UN;2;2;2
267;PRODUTO 267;UN;2;2;2
268;PRODUTO 268;UN;2;2;2
269;PRODUTO 269;UN;2;2;2
270;PRODUTO 270;UN;2;2;2
271;PRODUTO 271;UN;2;2;2
272;PRODUTO 272;UN;2;2;2
273;PRODUTO 273;UN;2;2;2
274;PRODUTO 274;UN;2;2;2
275;PRODUTO 275;UN;2;2;2
276;PRODUTO 276;UN;2;2;2
277;PRODUTO 277;UN;2;2;2
278;PRODUTO 278;UN;2;2;2
279;PRODUTO 279;UN;2;2;2
280;PRODUTO 280;UN;2;2;2
281;PRODUTO 281;UN;2;2;2
282;PRODUTO 282;UN;2;2;2
283;PRODUTO 283;UN;2;2;2
284;PRODUTO 284;UN;2;2;2
285;PRODUTO 285;UN;2;2;2
286;PRODUTO 286;UN;2;2;2
287;PRODUTO 287;UN;2;2;2
288;PRODUTO 288;UN;2;2;2
289;PRODUTO 289;UN;2;2;2
290;PRODUTO 290;UN;2;2;2
291;PRODUTO 291;UN;2;2;2
292;PRODUTO 292;UN;2;2;2
293;PRODUTO 293;UN;2;2;2
294;PRODUTO 294;UN;2;2;2
295;PRODUTO 295;UN;2;2;2
296;PRODUTO 296;UN;2;2;2
297;PRODUTO 297;UN;2;2;2
298;PRODUTO 298;UN;2;2;2
299;PRODUTO 299;UN;2;2;2
300;PRODUTO 300;UN;2;2;2
301;PRODUTO 301;UN;2;2;2
302;PRODUTO 302;UN;2;2;2
303;PRODUTO 303;UN;2;2;2
304;PRODUTO 304;UN;2;2;2
305;PRODUTO 305;UN;2;2;2
306;PRODUTO 306;UN;2;2;2
307;PRODUTO 307;UN;2;2;2
308;PRODUTO 308;UN;2;2;2
309;PRODUTO 309;UN;2;2;2
310;PRODUTO 310;UN;2;2;2
311;PRODUTO 311;UN;2;2;2
312;PRODUTO 312;UN;2;2;2
313;PRODUTO 313;UN;2;2;2
314;PRODUTO 314;UN;2;2;2
315;PRODUTO 315;UN;2;2;2
316;PRODUTO 316;UN;2;2;2
317;PRODUTO 317;UN;2;2;2
318;PRODUTO 318;UN;2;2;2
319;PRODUTO 319;UN;2;2;2
320;PRODUTO 320;UN;2;2;2
321;PRODUTO 321;UN;2;2;2
322;PRODUTO 322;UN;2;2;2
323;PRODUTO 323;UN;2;2;2
324;PRODUTO 324;UN;2;2;2
325;PRODUTO 325;UN;2;2;2
326;PRODUTO 326;UN;2;2;2
327;PRODUTO 327;UN;2;2;2
328;PRODUTO 328;UN;2;2;2
329;PRODUTO 329;UN;2;2;2
330;PRODUTO 330;UN;2;2;2
331;PRODUTO 331;UN;2;2;2
332;PRODUTO 332;UN;2;2;2
333;PRODUTO 333;UN;2;2;2
334;PRODUTO 334;UN;2;2;2
335;PRODUTO 335;UN;2;2;2
336;PRODUTO 336;UN;2;2;2
337;PRODUTO 337;UN;2;2;2
338;PRODUTO 338;UN;2;2;2
339;PRODUTO 339;UN;2;2;2
340;PRODUTO 340;UN;2;2;2
341;PRODUTO 341;UN;2;2;2
342;PRODUTO 342;UN;2;2;2
343;PRODUTO 343;UN;2;2;2
344;PRODUTO 344;UN;2;2;2
345;PRODUTO 345;UN;2;2;2
346;PRODUTO 346;UN;2;2;2
347;PRODUTO 347;UN;2;2;2
348;PRODUTO 348;UN;2;2;2
349;PRODUTO 349;UN;2;2;2
350;PRODUTO 350;UN;2;2;2
351;PRODUTO 351;UN;2;2;2
352;PRODUTO 352;UN;2;2;2
353;PRODUTO 353;UN;2;2;2
354;PRODUTO 354;UN;2;2;2
355;PRODUTO 355;UN;2;2;2
356;PRODUTO 356;UN;2;2;2
357;PRODUTO 357;UN;2;2;2
358;PRODUTO 358;UN;2;2;2
359;PRODUTO 359;UN;2;2;2
360;PRODUTO 360;UN;2;2;2
361;PRODUTO 361;UN;2;2;2
362;PRODUTO 362;UN;2;2;2
363;PRODUTO 363;UN;2;2;2
364;PRODUTO 364;UN;2;2;2
365;PRODUTO 365;UN;2;2;2
366;PRODUTO 366;UN;2;2;2
367;PRODUTO 367;UN;2;2;2
368;PRODUTO 368;UN;2;2;2
369;PRODUTO 369;UN;2;2;2
370;PRODUTO 370;UN;2;2;2
371;PRODUTO 371;UN;2;2;2
372;PRODUTO 372;UN;2;2;2
373;PRODUTO 373;UN;2;2;2
374;PRODUTO 374;UN;2;2;2
375;PRODUTO 375;UN;2;2;2
376;PRODUTO 376;UN;2;2;2
377;PRODUTO 377;UN;2;2;2
378;PRODUTO 378;UN;2;2;2
379;PRODUTO 379;UN;2;2;2
380;PRODUTO 380;UN;2;2;2
381;PRODUTO 381;UN;2;2;2
382;PRODUTO 382;UN;2;2;2
383;PRODUTO 383;UN;2;2;2
384;PRODUTO 384;UN;2;2;2
385;PRODUTO 385;UN;2;2;2
386;PRODUTO 386;UN;2;2;2
387;PRODUTO 387;UN;2;2;2
388;PRODUTO 388;UN;2;2;2
389;PRODUTO 389;UN;2;2;2
390;PRODUTO 390;UN;2;2;2
391;PRODUTO 391;UN;2;2;2
392;PRODUTO 392;UN;2;2;2
393;PRODUTO 393;UN;2;2;2
394;PRODUTO 394;UN;2;2;2
395;PRODUTO 395;UN;2;2;2
396;PRODUTO 396;UN;2;2;2
397;PRODUTO 397;UN;2;2;2
398;PRODUTO 398;UN;2;2;2
399;PRODUTO 399;UN;2;2;2
400;PRODUTO 400;UN;2;2;2
401;PRODUTO 401;UN;2;2;2
402;PRODUTO 402;UN;2;2;2
403;PRODUTO 403;UN;2;2;2
404;PRODUTO 404;UN;2;2;2
405;PRODUTO 405;UN;2;2;2
406;PRODUTO 406;UN;2;2;2
407;PRODUTO 407;UN;2;2;2
408;PRODUTO 408;UN;2;2;2
409;PRODUTO 409;UN;2;2;2
410;PRODUTO 410;UN;2;2;2
411;PRODUTO 411;UN;2;2;2
412;PRODUTO 412;UN;2;2;2
413;PRODUTO 413;UN;2;2;2
414;PRODUTO 414;UN;2;2;2
415;PRODUTO 415;UN;2;2;2
416;PRODUTO 416;UN;2;2;2
417;PRODUTO 417;UN;2;2;2
418;PRODUTO 418;UN;2;2;2
419;PRODUTO 419;UN;2;2;2
420;PRODUTO 420;UN;2;2;2
421;PRODUTO 421;UN;2;2;2
422;PRODUTO 422;UN;2;2;2
423;PRODUTO 423;UN;2;2;2
424;PRODUTO 424;UN;2;2;2
425;PRODUTO 425;UN;2;2;2
426;PRODUTO 426;UN;2;2;2
427;PRODUTO 427;UN;2;2;2
428;PRODUTO 428;UN;2;2;2
429;PRODUTO 429;UN;2;2;2
430;PRODUTO 430;UN;2;2;2
431;PRODUTO 431;UN;2;2;2
432;PRODUTO 432;UN;2;2;2
433;PRODUTO 433;UN;2;2;2
434;PRODUTO 434;UN;2;2;2
435;PRODUTO 435;UN;2;2;2
436;PRODUTO 436;UN;2;2;2
437;PRODUTO 437;UN;2;2;2
438;PRODUTO 438;UN;2;2;2
439;PRODUTO 439;UN;2;2;2
440;PRODUTO 440;UN;2;2;2
441;PRODUTO 441;UN;2;2;2
442;PRODUTO 442;UN;2;2;2
443;PRODUTO 443;UN;2;2;2
444;PRODUTO 444;UN;2;2;2
445;PRODUTO 445;UN;2;2;2
446;PRODUTO 446;UN;2;2;2
447;PRODUTO 447;UN;2;2;2
448;PRODUTO 448;UN;2;2;2
449;PRODUTO 449;UN;2;2;2
450;PRODUTO 450;UN;2;2;2
451;PRODUTO 451;UN;2;2;2
452;PRODUTO 452;UN;2;2;2
453;PRODUTO 453;UN;2;2;2
454;PRODUTO 454;UN;2;2;2
455;PRODUTO 455;UN;2;2;2
456;PRODUTO 456;UN;2;2;2
457;PRODUTO 457;UN;2;2;2
458;PRODUTO 458;UN;2;2;2
459;PRODUTO 459;UN;2;2;2
460;PRODUTO 460;UN;2;2;2
461;PRODUTO 461;UN;2;2;2
462;PRODUTO 462;UN;2;2;2
463;PRODUTO 463;UN;2;2;2
464;PRODUTO 464;UN;2;2;2
465;PRODUTO 465;UN;2;2;2
466;PRODUTO 466;UN;2;2;2
467;PRODUTO 467;UN;2;2;2
468;PRODUTO 468;UN;2;2;2
469;PRODUTO 469;UN;2;2;2
470;PRODUTO 470;UN;2;2;2
471;PRODUTO 471;UN;2;2;2
472;PRODUTO 472;UN;2;2;2
473;PRODUTO 473;UN;2;2;2
474;PRODUTO 474;UN;2;2;2
475;PRODUTO 475;UN;2;2;2
476;PRODUTO 476;UN;2;2;2
477;PRODUTO 477;UN;2;2;2
478;PRODUTO 478;UN;2;2;2
479;PRODUTO 479;UN;2;2;2
480;PRODUTO 480;UN;2;2;2
481;PRODUTO 481;UN;2;2;2
482;PRODUTO 482;UN;2;2;2
483;PRODUTO 483;UN;2;2;2
484;PRODUTO 484;UN;2;2;2
485;PRODUTO 485;UN;2;2;2
486;PRODUTO 486;UN;2;2;2
487;PRODUTO 487;UN;2;2;2
488;PRODUTO 488;UN;2;2;2
489;PRODUTO 489;UN;2;2;2
490;PRODUTO 490;UN;2;2;2
491;PRODUTO 491;UN;2;2;2
492;PRODUTO 492;UN;2;2;2
493;PRODUTO 493;UN;2;2;2
494;PRODUTO 494;UN;2;2;2
495;PRODUTO 495;UN;2;2;2
496;PRODUTO 496;UN;2;2;2
497;PRODUTO 497;UN;2;2;2
498;PRODUTO 498;UN;2;2;2
499;PRODUTO 499;UN;2;2;2
500;PRODUTO 500;UN;2;2;2
501;PRODUTO 501;UN;2;2;2
502;PRODUTO 502;UN;2;2;2
503;PRODUTO 503;UN;2;2;2
504;PRODUTO 504;UN;2;2;2
505;PRODUTO 505;UN;2;2;2
506;PRODUTO 506;UN;2;2;2
507;PRODUTO 507;UN;2;2;2
508;PRODUTO 508;UN;2;2;2
509;PRODUTO 509;UN;2;2;2
510;PRODUTO 510;UN;2;2;2
511;PRODUTO 511;UN;2;2;2
512;PRODUTO 512;UN;2;2;2
513;PRODUTO 513;UN;2;2;2
514;PRODUTO 514;UN;2;2;2
515;PRODUTO 515;UN;2;2;2
516;PRODUTO 516;UN;2;2;2
517;PRODUTO 517;UN;2;2;2
518;PRODUTO 518;UN;2;2;2
519;PRODUTO 519;UN;2;2;2
520;PRODUTO 520;UN;2;2;2
521;PRODUTO 521;UN;2;2;2
522;PRODUTO 522;UN;2;2;2
523;PRODUTO 523;UN;2;2;2
524;PRODUTO 524;UN;2;2;2
525;PRODUTO 525;UN;2;2;2
526;PRODUTO 526;UN;2;2;2
527;PRODUTO 527;UN;2;2;2
528;PRODUTO 528;UN;2;2;2
529;PRODUTO 529;UN;2;2;2
530;PRODUTO 530;UN;2;2;2
531;PRODUTO 531;UN;2;2;2
532;PRODUTO 532;UN;2;2;2
533;PRODUTO 533;UN;2;2;2
534;PRODUTO 534;UN;2;2;2
535;PRODUTO 535;UN;2;2;2
536;PRODUTO 536;UN;2;2;2
537;PRODUTO 537;UN;2;2;2
538;PRODUTO 538;UN;2;2;2
539;PRODUTO 539;UN;2;2;2
540;PRODUTO 540;UN;2;2;2
541;PRODUTO 541;UN;2;2;2
542;PRODUTO 542;UN;2;2;2
543;PRODUTO 543;UN;2;2;2
544;PRODUTO 544;UN;2;2;2
545;PRODUTO 545;UN;2;2;2
546;PRODUTO 546;UN;2;2;2
547;PRODUTO 547;UN;2;2;2
548;PRODUTO 548;UN;2;2;2
549;PRODUTO 549;UN;2;2;2
550;PRODUTO 550;UN;2;2;2
551;PRODUTO 551;UN;2;2;2
552;PRODUTO 552;UN;2;2;2
553;PRODUTO 553;UN;2;2;2
554;PRODUTO 554;UN;2;2;2
555;PRODUTO 555;UN;2;2;2
556;PRODUTO 556;UN;2;2;2
557;PRODUTO 557;UN;2;2;2
558;PRODUTO 558;UN;2;2;2
559;PRODUTO 559;UN;2;2;2
560;PRODUTO 560;UN;2;2;2
561;PRODUTO 561;UN;2;2;2
562;PRODUTO 562;UN;2;2;2
563;PRODUTO 563;UN;2;2;2
564;PRODUTO 564;UN;2;2;2
565;PRODUTO 565;UN;2;2;2
566;PRODUTO 566;UN;2;2;2
567;PRODUTO 567;UN;2;2;2
568;PRODUTO 568;UN;2;2;2
569;PRODUTO 569;UN;2;2;2
570;PRODUTO 570;UN;2;2;2
571;PRODUTO 571;UN;2;2;2
572;PRODUTO 572;UN;2;2;2
573;PRODUTO 573;UN;2;2;2
574;PRODUTO 574;UN;2;2;2
575;PRODUTO 575;UN;2;2;2
576;PRODUTO 576;UN;2;2;2
577;PRODUTO 577;UN;2;2;2
578;PRODUTO 578;UN;2;2;2
579;PRODUTO 579;UN;2;2;2
580;PRODUTO 580;UN;2;2;2
581;PRODUTO 581;UN;2;2;2
582;PRODUTO 582;UN;2;2;2
583;PRODUTO 583;UN;2;2;2
584;PRODUTO 584;UN;2;2;2
585;PRODUTO 585;UN;2;2;2
586;PRODUTO 586;UN;2;2;2
587;PRODUTO 587;UN;2;2;2
588;PRODUTO 588;UN;2;2;2
589;PRODUTO 589;UN;2;2;2
590;PRODUTO 590;UN;2;2;2
591;PRODUTO 591;UN;2;2;2
592;PRODUTO 592;UN;2;2;2
593;PRODUTO 593;UN;2;2;2
594;PRODUTO 594;UN;2;2;2
595;PRODUTO 595;UN;2;2;2
596;PRODUTO 596;UN;2;2;2
597;PRODUTO 597;UN;2;2;2
598;PRODUTO 598;UN;2;2;2
599;PRODUTO 599;UN;2;2;2
600;PRODUTO 600;UN;2;2;2
601;PRODUTO 601;UN;2;2;2
602;PRODUTO 602;UN;2;2;2
603;PRODUTO 603;UN;2;2;2
604;PRODUTO 604;UN;2;2;2
605;PRODUTO 605;UN;2;2;2
606;PRODUTO 606;UN;2;2;2
607;PRODUTO 607;UN;2;2;2
608;PRODUTO 608;UN;2;2;2
609;PRODUTO 609;UN;2;2;2
610;PRODUTO 610;UN;2;2;2
611;PRODUTO 611;UN;2;2;2
612;PRODUTO 612;UN;2;2;2
613;PRODUTO 613;UN;2;2;2
614;PRODUTO 614;UN;2;2;2
615;PRODUTO 615;UN;2;2;2
616;PRODUTO 616;UN;2;2;2
617;PRODUTO 617;UN;2;2;2
618;PRODUTO 618;UN;2;2;2
619;PRODUTO 619;UN;2;2;2
620;PRODUTO 620;UN;2;2;2
621;PRODUTO 621;UN;2;2;2
622;PRODUTO 622;UN;2;2;2
623;PRODUTO 623;UN;2;2;2
624;PRODUTO 624;UN;2;2;2
625;PRODUTO 625;UN;2;2;2
626;PRODUTO 626;UN;2;2;2
627;PRODUTO 627;UN;2;2;2
628;PRODUTO 628;UN;2;2;2
629;PRODUTO 629;UN;2;2;2
630;PRODUTO 630;UN;2;2;2
631;PRODUTO 631;UN;2;2;2
632;PRODUTO 632;UN;2;2;2
633;PRODUTO 633;UN;2;2;2
634;PRODUTO 634;UN;2;2;2
635;PRODUTO 635;UN;2;2;2
636;PRODUTO 636;UN;2;2;2
637;PRODUTO 637;UN;2;2;2
638;PRODUTO 638;UN;2;2;2
639;PRODUTO 639;UN;2;2;2
640;PRODUTO 640;UN;2;2;2
641;PRODUTO 641;UN;2;2;2
642;PRODUTO 642;UN;2;2;2
643;PRODUTO 643;UN;2;2;2
644;PRODUTO 644;UN;2;2;2
645;PRODUTO 645;UN;2;2;2
646;PRODUTO 646;UN;2;2;2
647;PRODUTO 647;UN;2;2;2
648;PRODUTO 648;UN;2;2;2
649;PRODUTO 649;UN;2;2;2
650;PRODUTO 650;UN;2;2;2
651;PRODUTO 651;UN;2;2;2
652;PRODUTO 652;UN;2;2;2
653;PRODUTO 653;UN;2;2;2
654;PRODUTO 654;UN;2;2;2
655;PRODUTO 655;UN;2;2;2
656;PRODUTO 656;UN;2;2;2
657;PRODUTO 657;UN;2;2;2
658;PRODUTO 658;UN;2;2;2
659;PRODUTO 659;UN;2;2;2
660;PRODUTO 660;UN;2;2;2
661;PRODUTO 661;UN;2;2;2
662;PRODUTO 662;UN;2;2;2
663;PRODUTO 663;UN;2;2;2
664;PRODUTO 664;UN;2;2;2
665;PRODUTO 665;UN;2;2;2
666;PRODUTO 666;UN;2;2;2
667;PRODUTO 667;UN;2;2;2
668;PRODUTO 668;UN;2;2;2
669;PRODUTO 669;UN;2;2;2
670;PRODUTO 670;UN;2;2;2
671;PRODUTO 671;UN;2;2;2
672;PRODUTO 672;UN;2;2;2
673;PRODUTO 673;UN;2;2;2
674;PRODUTO 674;UN;2;2;2
675;PRODUTO 675;UN;2;2;2
676;PRODUTO 676;UN;2;2;2
677;PRODUTO 677;UN;2;2;2
678;PRODUTO 678;UN;2;2;2
679;PRODUTO 679;UN;2;2;2
680;PRODUTO 680;UN;2;2;2
681;PRODUTO 681;UN;2;2;2
682;PRODUTO 682;UN;2;2;2
683;PRODUTO 683;UN;2;2;2
684;PRODUTO 684;UN;2;2;2
685;PRODUTO 685;UN;2;2;2
686;PRODUTO 686;UN;2;2;2
687;PRODUTO 687;UN;2;2;2
688;PRODUTO 688;UN;2;2;2
689;PRODUTO 689;UN;2;2;2
690;PRODUTO 690;UN;2;2;2
691;PRODUTO 691;UN;2;2;2
692;PRODUTO 692;UN;2;2;2
693;PRODUTO 693;UN;2;2;2
694;PRODUTO 694;UN;2;2;2
695;PRODUTO 695;UN;2;2;2
696;PRODUTO 696;UN;2;2;2
697;PRODUTO 697;UN;2;2;2
698;PRODUTO 698;UN;2;2;2
699;PRODUTO 699;UN;2;2;2
700;PRODUTO 700;UN;2;2;2
